"","X","Y","area_km2","geometry"
"1855",999.441266986435,6369.46893255428,174.996592024161,c(999441.266986436, 6369468.93255428)
"1856",1021.73405329744,6374.177968887,131.965389538048,c(1021734.05329744, 6374177.968887)
"1857",1044.27395748682,6380.79265218185,163.811788611815,c(1044273.95748682, 6380792.65218185)
"1858",1065.7746867635,6390.53206902804,322.570024349729,c(1065774.6867635, 6390532.06902804)
"1859",1084.87869975615,6398.86817710267,493.906176,c(1084878.69975615, 6398868.17710267)
"1860",1106.53784309002,6404.45179029994,493.906176,c(1106537.84309002, 6404451.79029994)
"1861",1128.20456256043,6410.03678445897,493.906176000001,c(1128204.56256043, 6410036.78445897)
"1862",1149.87905856021,6415.62331900975,493.906176,c(1149879.05856021, 6415623.31900975)
"1863",1170.57573438183,6422.04890131993,440.243959469964,c(1170575.73438183, 6422048.90131993)
"1864",1192.4874748675,6428.58084791966,390.653443644229,c(1192487.47486751, 6428580.84791966)
"1865",1204.66589348374,6431.10016821514,16.7492114787941,c(1204665.89348374, 6431100.16821514)
"1896.1",704.989703910591,6281.34434776989,234.608754304324,c(704989.703910591, 6281344.34776989)
"1897",723.246419044406,6282.5335506486,493.581143927517,c(723246.419044406, 6282533.5506486)
"1898",744.799005843817,6288.10866366442,493.906176,c(744799.005843817, 6288108.66366442)
"1899",766.361134170109,6293.69062191887,493.906176,c(766361.134170109, 6293690.62191887)
"1900",787.927887366244,6299.27091069357,493.906176,c(787927.887366244, 6299270.91069357)
"1901",809.499453444421,6304.84971882623,493.906176,c(809499.453444421, 6304849.71882623)
"1902",831.076021060026,6310.42723320325,493.906176,c(831076.021060026, 6310427.23320325)
"1903",852.657779529365,6316.00363877028,493.906176,c(852657.779529365, 6316003.63877028)
"1904",874.244918846984,6321.57911854287,493.906176,c(874244.918846984, 6321579.11854287)
"1905",895.837629702575,6327.15385361713,493.906176,c(895837.629702575, 6327153.85361713)
"1906",917.436103497443,6332.72802318055,493.906176,c(917436.103497443, 6332728.02318055)
"1907",939.040532360572,6338.30180452276,493.906176,c(939040.532360572, 6338301.80452276)
"1908",960.651109164263,6343.87537304634,493.906176,c(960651.109164263, 6343875.37304634)
"1909",982.268027539371,6349.44890227759,493.906176,c(982268.027539371, 6349448.90227759)
"1910",1003.89148189013,6355.02256387738,493.906176,c(1003891.48189013, 6355022.56387738)
"1911",1025.52166740858,6360.59652765183,493.906176,c(1025521.66740858, 6360596.52765183)
"1912",1047.15878008862,6366.17096156301,493.906176,c(1047158.78008862, 6366170.96156301)
"1913",1068.80301673967,6371.74603173957,493.906176,c(1068803.01673967, 6371746.03173957)
"1914",1090.45457499998,6377.32190248722,493.906176,c(1090454.57499998, 6377321.90248722)
"1915",1112.11365334959,6382.89873629919,493.906176,c(1112113.65334959, 6382898.73629919)
"1916",1133.78045112294,6388.47669386646,493.906176000001,c(1133780.45112294, 6388476.69386646)
"1917",1155.4551685212,6394.05593408796,493.906176,c(1155455.1685212, 6394055.93408796)
"1918",1176.25125158786,6398.02731158264,416.418852708735,c(1176251.25158786, 6398027.31158264)
"1919",1195.56849121172,6397.09163858295,107.842675559444,c(1195568.49121172, 6397091.63858295)
"1952",728.320244914544,6270.96957649094,52.8014157459227,c(728320.244914544, 6270969.57649094)
"1953",748.578362328254,6276.20294337984,60.2939164672725,c(748578.362328254, 6276202.94337984)
"1954",775.04411459998,6277.2055421404,197.932356176095,c(775044.11459998, 6277205.5421404)
"1955",793.515539036591,6277.78685453399,493.906176,c(793515.539036591, 6277786.85453399)
"1956",815.084863884295,6283.36233915193,493.906176,c(815084.863884295, 6283362.33915193)
"1957",836.659334297833,6288.93627886245,493.906176,c(836659.334297833, 6288936.27886245)
"1958",858.239139519326,6294.50885815964,493.906176,c(858239.139519326, 6294508.85815964)
"1959",879.824469460721,6300.08025960394,493.906176,c(879824.469460721, 6300080.25960394)
"1960",901.415514720829,6305.65066383238,493.906176,c(901415.514720829, 6305650.66383238)
"1961",923.012466601995,6311.22024956874,493.906176,c(923012.466601995, 6311220.24956874)
"1962",944.615517126379,6316.7891936338,493.906176,c(944615.517126379, 6316789.1936338)
"1963",966.224859051863,6322.3576709556,493.906176,c(966224.859051863, 6322357.6709556)
"1964",987.840685887569,6327.92585457974,493.906176,c(987840.685887569, 6327925.85457974)
"1965",1009.46319190904,6333.4939156796,493.906176,c(1009463.19190904, 6333493.9156796)
"1966",1031.09257217304,6339.06202356658,493.906176,c(1031092.57217304, 6339062.02356658)
"1967",1052.72902253198,6344.63034570027,493.906176,c(1052729.02253198, 6344630.34570027)
"1968",1074.37273964807,6350.19904769856,493.906176,c(1074372.73964807, 6350199.04769856)
"1969",1096.02392100708,6355.76829334771,493.906176,c(1096023.92100708, 6355768.29334771)
"1970",1117.68276493181,6361.33824461226,493.906176,c(1117682.76493181, 6361338.24461226)
"1971",1139.34947059525,6366.90906164491,493.906176000001,c(1139349.47059525, 6366909.06164491)
"1972",1161.02423803348,6372.4809027962,493.906176,c(1161024.23803348, 6372480.9027962)
"1973",1179.14307854303,6380.98575039994,272.236101074475,c(1179143.07854303, 6380985.75039994)
"1974",1197.86152104975,6390.25558763687,86.758600257683,c(1197861.52104975, 6390255.58763687)
"2009",784.290091739459,6252.58517345767,171.244999788509,c(784290.091739459, 6252585.17345767)
"2010",799.098812467645,6256.29660029339,493.906176,c(799098.812467645, 6256296.60029339)
"2011",820.665744750367,6261.8686666191,493.906176,c(820665.744750367, 6261868.6666191)
"2012",842.237965407665,6267.43893643685,493.906176,c(842237.965407665, 6267438.93643685)
"2013",863.815663620308,6273.00759376574,493.906176,c(863815.663620308, 6273007.59376574)
"2014",885.399029231468,6278.57482068805,493.906176,c(885399.029231468, 6278574.82068805)
"2015",906.988252763903,6284.14079735886,493.906176,c(906988.252763903, 6284140.79735886)
"2016",928.583525436796,6289.70570201577,493.906176,c(928583.525436796, 6289705.70201577)
"2017",950.185039182242,6295.26971098859,493.906176,c(950185.039182242, 6295269.71098859)
"2018",971.792986661399,6300.83299870913,493.906176,c(971792.986661399, 6300832.99870913)
"2019",993.40756128029,6306.395737721,493.906176,c(993407.56128029, 6306395.737721)
"2020",1015.02895720529,6311.95809868928,493.906176,c(1015028.95720529, 6311958.09868928)
"2021",1036.65736937826,6317.52025041034,493.906176,c(1036657.36937826, 6317520.25041034)
"2022",1058.2929935314,6323.08235982151,493.906176,c(1058292.9935314, 6323082.35982151)
"2023",1079.93602620176,6328.64459201073,493.906176,c(1079936.02620176, 6328644.59201073)
"2024",1101.58666474547,6334.20711022618,493.906176,c(1101586.66474547, 6334207.11022618)
"2025",1123.2451073517,6339.77007588571,493.906176,c(1123245.1073517, 6339770.07588571)
"2026",1144.91155305631,6345.33364858639,493.906176000001,c(1144911.55305631, 6345333.64858639)
"2027",1166.023534517,6351.24817589408,468.900479487412,c(1166023.534517, 6351248.17589408)
"2028",1177.74134941736,6359.15230164303,43.0713074828606,c(1177741.34941736, 6359152.30164303)
"2064",790.511548557308,6241.99199749592,2.06989326448977,c(790511.548557308, 6241991.99749593)
"2065",807.487829635056,6240.53102138446,177.465165601661,c(807487.829635056, 6240531.02138446)
"2066",826.241993541784,6240.36846622968,493.906176,c(826241.993541784, 6240368.46622968)
"2067",847.811814028929,6245.93497060922,493.906176,c(847811.814028929, 6245934.97060922)
"2068",869.387253643342,6251.49960998023,493.906176,c(869387.253643342, 6251499.60998023)
"2069",890.968502172375,6257.06256592477,493.906176,c(890968.502172375, 6257062.56592477)
"2070",912.555750076624,6262.62401809415,493.906176,c(912555.750076624, 6262624.01809415)
"2071",934.149188506928,6268.18414421826,493.906176,c(934149.188506928, 6268184.14421827)
"2072",955.749009321037,6273.74312011483,493.906176,c(955749.009321037, 6273743.12011483)
"2073",977.3554051,6279.30111969866,493.906176,c(977355.4051, 6279301.11969866)
"2074",998.968569164225,6284.85831499094,493.906176,c(998968.569164225, 6284858.31499094)
"2075",1020.58869558924,6290.41487612856,493.906176,c(1020588.69558924, 6290414.87612856)
"2076",1042.21597922119,6295.97097137337,493.906176,c(1042215.97922119, 6295970.97137337)
"2077",1063.85061569199,6301.52676712148,493.906176,c(1063850.61569199, 6301526.76712148)
"2078",1085.49280143426,6307.08242791243,493.906176,c(1085492.80143426, 6307082.42791243)
"2079",1107.14273369598,6312.63811643841,493.906176,c(1107142.73369598, 6312638.11643841)
"2080",1128.80061055485,6318.19399355332,493.906176,c(1128800.61055485, 6318193.99355332)
"2081",1148.81217754274,6324.6833983271,413.643026552175,c(1148812.17754274, 6324683.3983271)
"2082",1163.44123671536,6335.6889702533,53.7545692764556,c(1163441.23671536, 6335688.9702533)
"2120",818.505519584092,6221.2960286661,26.8383534446001,c(818505.519584092, 6221296.0286661)
"2121",832.271272400191,6219.64087724295,458.614960020076,c(832271.272400191, 6219640.87724295)
"2122",853.380781148606,6224.42414847362,493.906176,c(853380.781148606, 6224424.14847362)
"2123",874.953812682315,6229.98467363644,493.906176,c(874953.812682315, 6229984.67363644)
"2124",896.532793513241,6235.5432619145,493.906176,c(896532.793513241, 6235543.2619145)
"2125",918.117914052815,6241.10009243453,493.906176,c(918117.914052815, 6241100.09243453)
"2126",939.709365397397,6246.65534239818,493.906176,c(939709.365397397, 6246655.34239818)
"2127",961.307339345124,6252.20918709079,493.906176,c(961307.339345124, 6252209.18709079)
"2128",982.912028412505,6257.76179989024,493.906176,c(982912.028412505, 6257761.79989024)
"2129",1004.52362585071,6263.31335227583,493.906176,c(1004523.62585071, 6263313.35227583)
"2130",1026.14232566164,6268.8640138371,493.906176,c(1026142.32566164, 6268864.0138371)
"2131",1047.76832261365,6274.41395228275,493.906176,c(1047768.32261365, 6274413.95228275)
"2132",1067.47076685349,6280.3936584591,405.859005206316,c(1067470.76685349, 6280393.6584591)
"2133",1088.24063073919,6293.64311151219,112.03249771544,c(1088240.63073919, 6293643.1115122)
"2134",1111.24188145294,6299.59434865073,110.029795824705,c(1111241.88145294, 6299594.34865073)
"2135",1132.04995850246,6304.19946943679,141.275820413244,c(1132049.95850246, 6304199.46943679)
"2136",1146.34980005944,6309.24704076878,29.6452905169579,c(1146349.80005944, 6309247.04076878)
"2176",842.202438451863,6208.98039808555,16.3340503947879,c(842202.438451863, 6208980.39808555)
"2177",860.637828047589,6204.24367434872,398.39617614885,c(860637.828047589, 6204243.67434872)
"2178",880.515245060462,6208.46255393617,493.906176,c(880515.245060462, 6208462.55393617)
"2179",902.091809648864,6214.01667765387,493.906176,c(902091.809648864, 6214016.67765387)
"2180",923.674653185562,6219.56878919906,493.906176,c(923674.653185562, 6219568.78919906)
"2181",945.263966725395,6225.11906522544,493.906176,c(945263.966725395, 6225119.06522544)
"2182",966.85994202066,6230.66768046659,493.906176,c(966859.94202066, 6230667.68046659)
"2183",988.462771537889,6236.21480774441,493.906176,c(988462.771537889, 6236214.80774441)
"2184",1010.07264847437,6241.76061797756,493.906176,c(1010072.64847437, 6241760.61797756)
"2185",1031.68976677443,6247.30528018995,493.906176,c(1031689.76677443, 6247305.28018995)
"2186",1053.30052450552,6252.85727881371,493.385597400512,c(1053300.52450552, 6252857.27881371)
"2187",1070.19864042923,6259.96872311591,253.127337730497,c(1070198.64042923, 6259968.72311591)
"2232",868.845834442155,6185.5562630427,211.674802238353,c(868845.834442155, 6185556.2630427)
"2233",886.106922360409,6186.99708827104,491.44314544317,c(886106.922360409, 6186997.08827104)
"2234",907.645458089297,6192.48258446338,493.906176,c(907645.458089297, 6192482.58446338)
"2235",929.225877019332,6198.02987955581,493.906176,c(929225.877019332, 6198029.87955581)
"2236",950.812904094341,6203.57508374297,493.906176,c(950812.904094341, 6203575.08374297)
"2237",972.406731033633,6209.11837118808,493.906176,c(972406.731033633, 6209118.37118808)
"2238",994.00755026736,6214.65991413878,493.906176,c(994007.55026736, 6214659.91413878)
"2239",1015.61555495326,6220.19988293519,493.906176,c(1015615.55495326, 6220199.88293519)
"2240",1036.10129884658,6226.55890023492,436.643195393036,c(1036101.29884658, 6226558.90023492)
"2241",1053.18135649762,6236.79074699802,137.961444774771,c(1053181.35649762, 6236790.74699802)
"2288",896.475622762032,6167.70685579348,250.126128227478,c(896475.622762032, 6167706.85579348)
"2289",913.193647411962,6170.94075591714,493.906176,c(913193.647411962, 6170940.75591714)
"2290",934.771496103898,6176.48313695037,493.906176,c(934771.496103898, 6176483.13695037)
"2291",956.356090049666,6182.02317129392,493.906176,c(956356.090049666, 6182023.17129392)
"2292",977.887592828692,6187.59766972519,491.556217458032,c(977887.592828692, 6187597.66972519)
"2293",995.676608579167,6196.73713093737,246.25815757267,c(995676.608579167, 6196737.13093737)
"2294",1018.91968798043,6207.75500196693,76.9565645832045,c(1018919.68798043, 6207755.00196693)
"2295",1032.70002787699,6211.56873667993,20.9540175238571,c(1032700.02787699, 6211568.73667993)
"2343",903.172830502282,6145.10368818936,221.52417311315,c(903172.830502282, 6145103.68818936)
"2344",918.736287215525,6149.39096777462,493.906176,c(918736.287215525, 6149390.96777462)
"2345",940.311421949944,6154.92833703643,493.906176,c(940311.421949944, 6154928.33703643)
"2346",961.893438036211,6160.46310345119,493.906176,c(961893.438036211, 6160463.10345119)
"2347",978.575419109239,6165.81256948757,272.463833888195,c(978575.419109239, 6165812.56948757)
"2398",906.328278347773,6121.97738690286,329.765078189721,c(906328.278347773, 6121977.38690286)
"2399",921.530669972687,6128.63056105561,360.117892617398,c(921530.669972687, 6128630.56105561)
"2400",944.912332466559,6139.68615067765,209.713417928292,c(944912.332466559, 6139686.15067765)
"2401",964.01011322614,6145.81310231986,149.154492326995,c(964010.11322614, 6145813.10231986)
"2402",979.318733752237,6151.80201454782,25.0488673098643,c(979318.733752237, 6151802.01454782)
"2451",875.949258999086,6083.70425092845,25.4066958613319,c(875949.258999086, 6083704.25092846)
"2452",888.290186061528,6092.05683204624,252.843786693725,c(888290.186061528, 6092056.83204624)
"2453",905.609895248622,6104.04873253375,290.994357269631,c(905609.895248622, 6104048.73253375)
"2454",923.250225919047,6112.1528108872,87.4285305460618,c(923250.225919047, 6112152.8108872)
"2506",876.401501587419,6068.35136920989,236.273789009949,c(876401.501587419, 6068351.36920989)
"2507",887.435593877957,6074.88655865491,256.700338668943,c(887435.593877957, 6074886.55865491)
"2561",878.822774744591,6056.77644110385,48.5483434950507,c(878822.774744591, 6056776.44110385)
"2562",886.428050957558,6057.81503137798,15.130205679301,c(886428.050957558, 6057815.03137798)
"1339",496.739117724134,6444.02874881969,97.9570293180809,c(496739.117724134, 6444028.74881969)
"1340",511.689437061722,6446.12977525543,16.109372576978,c(511689.437061722, 6446129.77525543)
"1393",491.127712651062,6419.73728458715,5.57484971531391,c(491127.712651062, 6419737.28458715)
"1394",500.619818147325,6430.62095783037,477.39075909587,c(500619.818147325, 6430620.95783037)
"1395",521.640202366811,6436.01985909002,480.379431145256,c(521640.202366811, 6436019.85909002)
"1396",543.412794348912,6439.36847623718,378.169824986656,c(543412.794348912, 6439368.47623718)
"1397",565.383640855977,6442.37072184427,259.85084625108,c(565383.640855977, 6442370.72184427)
"1398",586.914527944056,6445.31167730629,141.531867515505,c(586914.527944056, 6445311.67730629)
"1399",604.743157409813,6447.74610872625,28.6733741037195,c(604743.157409813, 6447746.10872625)
"1448",493.887436994676,6404.00250525081,71.6214130736046,c(493887.436994675, 6404002.50525081)
"1449",505.857766002367,6409.31712926478,493.906176,c(505857.766002367, 6409317.12926478)
"1450",527.412092210624,6414.92445159602,493.906176,c(527412.092210624, 6414924.45159602)
"1451",548.96817103271,6420.53027689633,493.906176,c(548968.17103271, 6420530.27689633)
"1452",570.526185500018,6426.134814593,493.906176,c(570526.185500018, 6426134.814593)
"1453",592.086319213664,6431.73827205024,493.906176,c(592086.319213664, 6431738.27205024)
"1454",613.582572731728,6437.20190229743,488.445690676208,c(613582.572731728, 6437201.90229743)
"1455",635.205579833459,6440.80424602251,398.800086044352,c(635205.579833459, 6440804.24602251)
"1456",657.214738373918,6443.8065922875,280.481107308776,c(657214.738373918, 6443806.5922875)
"1457",672.009628913582,6445.97558617177,55.308393378139,c(672009.628913582, 6445975.58617177)
"1503",497.529706803735,6383.22876936634,154.183393336023,c(497529.706803735, 6383228.76936634)
"1504",511.497174638317,6387.88610310532,493.906176,c(511497.174638317, 6387886.10310532)
"1505",533.048839017344,6393.49354046637,493.906176,c(533048.839017344, 6393493.54046637)
"1506",554.602412223667,6399.09923661137,493.906176,c(554602.412223667, 6399099.23661137)
"1507",576.158077285719,6404.70340075766,493.906176,c(576158.077285719, 6404703.40075766)
"1508",597.716017783818,6410.30624006295,493.906176,c(597716.017783818, 6410306.24006295)
"1509",619.276417873477,6415.9079596388,493.906176,c(619276.417873477, 6415907.9596388)
"1510",640.839462308075,6421.50876256446,493.906176,c(640839.462308075, 6421508.76256446)
"1511",662.405336460875,6427.10884990106,493.906176,c(662405.336460875, 6427108.84990106)
"1512",674.521004215688,6432.29019014282,76.6089803328056,c(674521.004215688, 6432290.19014282)
"1558",501.308676917359,6361.66615867729,236.745373598444,c(501308.676917359, 6361666.15867729)
"1559",517.134873568942,6366.45180946188,493.906176,c(517134.873568942, 6366451.80946188)
"1560",538.683723364016,6372.05927672349,493.906176,c(538683.723364016, 6372059.27672349)
"1561",560.234636534873,6377.66475826162,493.906176,c(560234.636534873, 6377664.75826162)
"1562",581.787796110251,6383.26846304858,493.906176,c(581787.796110251, 6383268.46304858)
"1563",603.343385654473,6388.87059800035,493.906176,c(603343.385654473, 6388870.59800035)
"1564",624.901589290407,6394.47136798928,493.906176,c(624901.589290407, 6394471.36798928)
"1565",646.462591721837,6400.07097585715,493.906176,c(646462.591721837, 6400070.97585715)
"1566.2",667.559988148162,6405.88993096584,474.274615281852,c(667559.988148162, 6405889.93096584)
"1567.1",677.339390273294,6416.19904921034,7.81457054014444,c(677339.390273295, 6416199.04921034)
"1613",505.117341929118,6339.92382376518,319.307353860867,c(505117.341929118, 6339923.82376518)
"1614",522.740187928178,6345.03095843986,492.754894037971,c(522740.187928178, 6345030.95843986)
"1615",544.330404039707,6351.37643918266,460.250250755527,c(544330.404039707, 6351376.43918266)
"1616",565.864703457473,6356.22659317397,493.906176,c(565864.703457473, 6356226.59317397)
"1617",587.415203666985,6361.82975185696,493.906176,c(587415.203666985, 6361829.75185696)
"1618",608.968286775003,6367.43109534026,493.906176,c(608968.286775003, 6367431.09534026)
"1619",630.524136877742,6373.0308282233,493.906176,c(630524.136877742, 6373030.8282233)
"1620.1",650.275578837793,6380.10004508393,391.870408392871,c(650275.578837793, 6380100.04508393)
"1621.2",666.094914052576,6390.08386413362,84.2140974951487,c(666094.914052575, 6390083.86413362)
"1668",509.137812467332,6318.43938045748,390.031271826845,c(509137.812467332, 6318439.38045748)
"1669",528.349181799974,6323.50201375978,490.391050095107,c(528349.181799973, 6323502.01375978)
"1670",550.948785819263,6327.81653240438,414.754614632617,c(550948.785819263, 6327816.53240438)
"1671",571.49247509839,6334.78449516041,493.906176,c(571492.47509839, 6334784.49516041)
"1672",593.040164209844,6340.38702011678,493.906176,c(593040.164209844, 6340387.02011678)
"1673.1",614.26324445893,6346.1959427208,479.773769764811,c(614263.24445893, 6346195.94272081)
"1674.1",632.356584158603,6355.74955606447,233.495483011634,c(632356.584158603, 6355749.55606447)
"1675.1",645.895465962509,6364.4981153801,7.33736626346183,c(645895.465962509, 6364498.1153801)
"1723",517.363457136709,6300.90471372069,192.701681878118,c(517363.457136709, 6300904.71372069)
"1724",534.036278118274,6302.12686799602,493.906176,c(534036.278118274, 6302126.86799602)
"1725",555.575788321627,6307.73390472113,493.906176,c(555575.788321627, 6307733.90472113)
"1726",577.117816086661,6313.33822045435,493.906176,c(577117.816086661, 6313338.22045435)
"1727.1",596.820580951331,6320.45044455495,389.306958589667,c(596820.580951331, 6320450.44455495)
"1728.1",612.580472374416,6330.42663960193,81.9155976021299,c(612580.472374416, 6330426.63960193)
"1778",525.805381720434,6287.09620841492,4.04972056426668,c(525805.381720434, 6287096.20841492)
"1779",541.166782952225,6282.72374057908,381.656616827877,c(541166.782952225, 6282723.74057908)
"1780.1",560.854191953004,6286.50602731738,478.809768133564,c(560854.191953004, 6286506.02731738)
"1781.1",578.903542979411,6296.10105815429,230.264784077549,c(578903.542979411, 6296101.05815429)
"1782.1",592.399575990175,6304.83296423509,6.67011713257551,c(592399.575990175, 6304832.96423509)
"1834.1",551.491642785297,6267.64637585724,59.7147136117201,c(551491.642785297, 6267646.37585724)
"1835.1",559.115273699324,6270.74528215967,79.6489002992878,c(559115.273699324, 6270745.28215967)
"1191",851.70305333447,6606.22611271937,97.0993930707035,c(851703.05333447, 6606226.11271937)
"1192",867.112373076848,6610.65691970285,187.075597469644,c(867112.373076848, 6610656.91970285)
"1193",888.641334006142,6614.53373886762,110.652517769703,c(888641.334006142, 6614533.73886762)
"1194",907.073344705249,6617.85436446833,31.7233634888135,c(907073.344705249, 6617854.36446833)
"1244",819.548891004773,6571.62126537299,2.47111803555715,c(819548.891004773, 6571621.26537299)
"1245",832.728972830443,6580.66609219264,221.788787430899,c(832728.972830443, 6580666.09219264)
"1246",850.422810166278,6590.20861931562,482.007503711629,c(850422.810166278, 6590208.61931562)
"1247",871.748696856735,6596.00707213336,493.906176,c(871748.696856736, 6596007.07213336)
"1248",893.360695253429,6601.63414824312,493.906176,c(893360.695253429, 6601634.14824312)
"1249",910.778612374731,6606.57486975112,305.4619183712,c(910778.612374731, 6606574.86975112)
"1298",800.372582597427,6545.81223456321,43.4729664459052,c(800372.582597427, 6545812.23456321)
"1299",814.963645672471,6555.73446521055,353.925290004618,c(814963.645672471, 6555734.46521055)
"1300",834.169324361284,6563.31855454099,493.906176,c(834169.324361284, 6563318.55454099)
"1301",855.7734356196,6568.9368163013,493.906176,c(855773.4356196, 6568936.8163013)
"1302",877.381837532593,6574.55742995411,493.906176,c(877381.837532593, 6574557.42995411)
"1303",898.994725761228,6580.18057436252,493.906176,c(898994.725761228, 6580180.57436252)
"1304",918.129169256612,6583.46996697266,325.189421739723,c(918129.169256612, 6583469.96697266)
"1305",942.827950395342,6582.51604103806,94.7990909295384,c(942827.950395342, 6582516.04103806)
"1352",781.197996633682,6520.00862611819,134.904217519415,c(781197.996633682, 6520008.62611818)
"1353",797.56037569097,6530.00359368323,447.531062203546,c(797560.37569097, 6530003.59368323)
"1354",818.197017522201,6536.25962871911,493.906176,c(818197.017522201, 6536259.62871911)
"1355",839.797253517004,6541.87242728708,493.906176,c(839797.253517005, 6541872.42728708)
"1356",861.401744250472,6547.48715254262,493.906176,c(861401.744250472, 6547487.15254262)
"1357",883.010684102888,6553.10398499352,493.906176,c(883010.684102888, 6553103.98499352)
"1358",904.624268339526,6558.72310334635,493.906176,c(904624.268339526, 6558723.10334635)
"1359",926.242693121511,6564.34468452499,493.906176,c(926242.693121511, 6564344.68452499)
"1360",946.498864514116,6569.91117329638,433.913556291657,c(946498.864514116, 6569911.17329638)
"1405",748.998970049983,6485.27438440109,10.4517773880806,c(748998.970049983, 6485274.38440109)
"1406",762.537119539744,6494.56006488146,266.313093868005,c(762537.119539744, 6494560.06488146)
"1407",780.714059319351,6503.54975937171,490.707431739313,c(780714.059319351, 6503549.75937171)
"1408",802.224836281088,6509.20507911224,493.906176,c(802224.836281088, 6509205.07911224)
"1409",823.820888349027,6514.81299490086,493.906176,c(823820.888349027, 6514812.99490086)
"1410",845.421159213515,6520.42240968187,493.906176,c(845421.159213515, 6520422.40968187)
"1411",867.025842060929,6526.03350561217,493.906176,c(867025.842060929, 6526033.50561217)
"1412",888.635130929701,6531.64646301824,493.906176,c(888635.130929701, 6531646.46301824)
"1413",910.249220722613,6537.2614604138,493.906176,c(910249.220722613, 6537261.4604138)
"1414",931.868307218226,6542.87867451739,493.906176,c(931868.307218226, 6542878.67451739)
"1415",952.520279903565,6547.55587544888,434.705732142886,c(952520.279903565, 6547555.87544888)
"1416",976.221014001413,6547.41777305852,191.139104327051,c(976221.014001413, 6547417.77305852)
"1417",992.268606784967,6550.5260377342,60.2302284950595,c(992268.606784967, 6550526.0377342)
"1459.1",732.100481517979,6463.58424579684,13.5623619619641,c(732100.481517979, 6463584.24579684)
"1460.1",745.130577451811,6469.7278131149,383.065068340012,c(745130.577451811, 6469727.8131149)
"1461",764.665920029205,6476.55125761042,493.906176,c(764665.920029205, 6476551.25761042)
"1462",786.253494169343,6482.15399123318,493.906176,c(786253.494169343, 6482153.99123318)
"1463",807.845059754389,6487.75760809339,493.906176,c(807845.059754389, 6487757.60809339)
"1464",829.440808054513,6493.36229387164,493.906176,c(829440.808054513, 6493362.29387164)
"1465",851.040931144495,6498.96823237489,493.906176,c(851040.931144495, 6498968.23237489)
"1466",872.64562191813,6504.57560555317,493.906176,c(872645.62191813, 6504575.60555317)
"1467",894.25507410181,6510.18459351634,493.906176,c(894255.07410181, 6510184.59351634)
"1468",915.869482267293,6515.79537455079,493.906176,c(915869.482267293, 6515795.37455079)
"1469",937.489041843679,6521.40812513599,493.906176,c(937489.041843679, 6521408.12513599)
"1470",959.113949128568,6527.02301996106,493.906176,c(959113.949128568, 6527023.01996106)
"1471",980.74440129846,6532.64023194103,493.906176,c(980744.40129846, 6532640.23194103)
"1472",994.930996865,6537.16229941748,160.617579697142,c(994930.996865, 6537162.29941748)
"1515.1",751.959340794221,6458.18297945599,91.2107982333705,c(751959.340794221, 6458182.97945599)
"1516.1",771.317652853494,6457.32207823773,386.084927938107,c(771317.652853494, 6457322.07823773)
"1517",791.870469701036,6460.70535538002,493.906176,c(791870.469701036, 6460705.35538002)
"1518",813.461398708813,6466.30589687555,493.906176,c(813461.398708813, 6466305.89687555)
"1519",835.056665149776,6471.90726040037,493.906176,c(835056.665149776, 6471907.26040038)
"1520",856.65646085102,6477.50962952849,493.906176,c(856656.46085102, 6477509.62952849)
"1521",878.26097844041,6483.11318596885,493.906176,c(878260.97844041, 6483113.18596885)
"1522",899.870411360557,6488.71810958107,493.906176,c(899870.411360557, 6488718.10958107)
"1523",921.484953882028,6494.3245783913,493.906176,c(921484.953882028, 6494324.5783913)
"1524",943.104801115818,6499.93276860786,493.906176,c(943104.801115818, 6499932.76860786)
"1525",964.730149025087,6505.54285463685,493.906176,c(964730.149025087, 6505542.85463685)
"1526",986.361194436173,6511.15500909765,493.906176,c(986361.194436173, 6511155.00909765)
"1527",1007.32978900065,6513.1424449583,313.767121097709,c(1007329.78900065, 6513142.4449583)
"1528",1030.80399991369,6516.33470677689,219.667141966317,c(1030803.99991369, 6516334.70677689)
"1529",1052.61451748076,6520.89270711297,172.045654247401,c(1052614.51748076, 6520892.70711297)
"1530",1074.34764293934,6525.4352038656,124.424166528486,c(1074347.64293934, 6525435.2038656)
"1531",1095.84732048289,6529.9296413662,76.8026788095693,c(1095847.32048289, 6529929.6413662)
"1532",1115.93738774329,6534.1301295183,29.1811910906546,c(1115937.38774329, 6534130.1295183)
"1533",1130.71979675793,6537.22135963558,0.30282236910902,c(1130719.79675793, 6537221.35963558)
"1571.1",782.366697266284,6443.41504869729,35.2784253663288,c(782366.697266284, 6443415.04869729)
"1572.1",798.620603039161,6441.37200466209,388.397196875146,c(798620.603039161, 6441372.00466209)
"1573",819.073740624218,6444.84968418962,493.906176,c(819073.740624218, 6444849.68418962)
"1574",840.668350007253,6450.44763261424,493.906176,c(840668.350007253, 6450447.63261424)
"1575",862.267641644493,6456.04633871006,493.906176,c(862267.641644493, 6456046.33871006)
"1576",883.871807923135,6461.64598391229,493.906176,c(883871.807923135, 6461645.98391229)
"1577",905.481042028769,6467.24674779831,493.906176,c(905481.042028769, 6467246.74779831)
"1578",927.095537959011,6472.84880810265,493.906176,c(927095.537959012, 6472848.80810265)
"1579",948.715490536453,6478.45234073184,493.906176,c(948715.490536453, 6478452.34073184)
