"","X","Y","area_km2","geometry"
"954...1255",455.051515468114,6602.09129147426,493.906176,c(455051.515468114, 6602091.29147426)
"955...1256",469.88295781626,6606.80789116783,191.763523965427,c(469882.95781626, 6606807.89116783)
"1005",380.338489689976,6565.79827714321,80.78091096047,c(380338.489689976, 6565798.27714321)
"1006",395.905365862535,6567.08989121009,349.277511976595,c(395905.365862535, 6567089.89121009)
"1007",417.746844585449,6569.95975874607,473.656893893337,c(417746.844585449, 6569959.75874607)
"1008",439.129696964098,6575.07490247847,493.906176,c(439129.696964098, 6575074.90247847)
"1009",460.699296909015,6580.67814800883,493.906176,c(460699.296909015, 6580678.14800883)
"1010",473.513767577709,6585.58880744352,104.813481383877,c(473513.767577709, 6585588.80744352)
"1062",428.10355244451,6559.77946697761,14.7505178569219,c(428103.55244451, 6559779.46697761)
"1063",444.658811745013,6561.69496991173,133.631135523925,c(444658.811745013, 6561694.96991173)
"1064",466.033133133168,6564.1682177614,272.761035297592,c(466033.133133168, 6564168.2177614)
"1065",476.527847795839,6567.97267801517,21.6291373550329,c(476527.847795839, 6567972.67801517)
"563.1",287.897617539744,6710.43395511261,79.1712044652989,c(287897.617539744, 6710433.95511261)
"617",283.587654590947,6683.80804639171,0.0880196710448265,c(283587.654590947, 6683808.04639171)
"618.1",290.217288909829,6696.49919570017,339.973445068816,c(290217.288909829, 6696499.19570017)
"672...1270",285.996257184506,6669.14508591901,50.8477341535168,c(285996.257184506, 6669145.08591901)
"673.1",294.150458825617,6674.65279781443,346.0772707762,c(294150.458825617, 6674652.79781443)
"727...1272",289.24613386799,6649.37082238816,144.425713697872,c(289246.13386799, 6649370.82238816)
"728.1",302.545990918038,6653.54585538958,463.92153539593,c(302545.990918038, 6653545.85538958)
"729.1",317.867725670464,6650.72891721589,42.5171183535404,c(317867.725670464, 6650728.91721589)
"782",292.779935619681,6627.88122658676,238.003693242226,c(292779.935619681, 6627881.22658676)
"783",308.651317207006,6632.74685448641,493.906176,c(308651.317207006, 6632746.85448641)
"784.1",325.794325518752,6635.94270041055,266.694111145999,c(325794.325518752, 6635942.70041055)
"837...1278",296.358934125522,6606.1286151942,331.581672786577,c(296358.934125522, 6606128.61519421)
"838...1279",314.30649880274,6611.32360394286,493.906176,c(314306.49880274, 6611323.60394286)
"839.1",332.964977600004,6615.86842464924,356.203262384059,c(332964.977600004, 6615868.42464924)
"892",299.954442855256,6584.28645464636,425.159652330933,c(299954.442855256, 6584286.45464636)
"893",319.962999215471,6589.90065182501,493.906176,c(319962.999215471, 6589900.65182501)
"894.1",340.172885665046,6594.61153162186,422.246950110788,c(340172.885665046, 6594611.53162186)
"895.1",355.373994701348,6588.3039350499,1.12832840518367,c(355373.994701348, 6588303.9350499)
"946",292.004367795255,6564.27719693198,0.478553139921188,c(292004.367795255, 6564277.19693198)
"947",303.916180259842,6568.41824570584,240.858765465183,c(303916.180259842, 6568418.24570584)
"948...1287",325.77825111857,6570.68040011611,395.742649368991,c(325778.25111857, 6570680.40011611)
"949...1288",347.21651404285,6574.12254819607,492.315895720753,c(347216.51404285, 6574122.54819607)
"950.1...1289",363.063006002835,6575.07603681278,161.263333248975,c(363063.006002835, 6575076.03681278)
"1004",355.153704589681,6562.69064400831,55.7345331245914,c(355153.704589681, 6562690.64400831)
"1005.1",370.145299301278,6563.90430766948,125.353485591836,c(370145.299301278, 6563904.30766948)
"400...1292",316.082694284636,6785.03013435253,37.2877390044721,c(316082.694284636, 6785030.13435253)
"401...1293",326.124837768412,6786.11066942952,0.0872179477157295,c(326124.837768412, 6786110.66942952)
"455...1294",320.267113952938,6772.59595740165,390.227934147974,c(320267.113952938, 6772595.95740165)
"456...1295",339.248029683976,6776.45780833653,423.566215594211,c(339248.029683976, 6776457.80833653)
"457...1296",361.317402470142,6778.73752486898,272.89157907696,c(361317.402470142, 6778737.52486898)
"458...1297",382.480127773865,6780.92412301062,122.129724611941,c(382480.127773865, 6780924.12301062)
"459...1298",398.342175242903,6782.56510923421,7.27676275783893,c(398342.175242903, 6782565.10923421)
"508",289.038564852718,6742.2175723964,79.5185848383293,c(289038.564852718, 6742217.57239641)
"509",301.992663204093,6742.01005527872,338.715822847494,c(301992.663204093, 6742010.05527872)
"510...1301",323.939895921044,6750.90942179072,478.890209781158,c(323939.895921044, 6750909.42179072)
"511...1302",345.150996087362,6756.62900819541,493.906176,c(345150.996087362, 6756629.00819541)
"512...1303",366.729675371053,6762.21614735797,493.906176,c(366729.675371053, 6762216.14735797)
"513...1304",388.30658579094,6767.80524046472,493.906176,c(388306.58579094, 6767805.24046472)
"514...1305",409.647024223327,6772.64584196354,462.035534238161,c(409647.024223327, 6772645.84196354)
"515...1306",431.613837203359,6775.39981561707,332.456234461796,c(431613.837203359, 6775399.81561707)
"516...1307",453.434243465937,6777.97624924968,196.048332492372,c(453434.243465937, 6777976.24924968)
"517...1308",472.88868556249,6780.27582073314,59.9092341686349,c(472888.68556249, 6780275.82073314)
"563.2",295.199621271423,6722.12659424729,52.979132116869,c(295199.621271423, 6722126.59424729)
"564.1",307.737172155903,6724.25906891771,484.878705751202,c(307737.172155903, 6724259.06891771)
"565...1311",329.21424027126,6729.62004434325,493.906176,c(329214.24027126, 6729620.04434325)
"566...1312",350.794393412177,6735.20773310009,493.906176,c(350794.393412177, 6735207.73310009)
"567...1313",372.3727939274,6740.79692305049,493.906176,c(372372.7939274, 6740796.92305049)
"568...1314",393.949621238037,6746.38782947667,493.906176,c(393949.621238037, 6746387.82947667)
"569...1315",415.525055754172,6751.98066536026,493.906176,c(415525.055754172, 6751980.66536026)
"570...1316",437.09927891622,6757.57564141498,493.906176,c(437099.27891622, 6757575.64141498)
"571...1317",458.672473234612,6763.17296612048,493.906176,c(458672.473234612, 6763172.96612048)
"572...1318",479.948306116303,6768.87186227442,481.870649190037,c(479948.306116303, 6768871.86227442)
"573...1319",489.770924177514,6778.6050323218,8.81570220125484,c(489770.924177514, 6778605.0323218)
"619.1",316.939280470162,6713.52932289795,30.9012191232114,c(316939.280470162, 6713529.32289795)
"620.1",334.62605228627,6715.42852288886,168.539490722041,c(334626.05228627, 6715428.52288886)
"621.1",356.287481697377,6717.7562796647,315.205232569674,c(356287.481697377, 6717756.2796647)
"622.1",377.550837809544,6720.34153703126,424.025017460278,c(377550.837809544, 6720341.53703126)
"623",400.024009342923,6725.47785188772,465.781574983063,c(400024.009342923, 6725477.85188772)
"624",421.169483267019,6730.5661832719,493.906176,c(421169.483267019, 6730566.1832719)
"625",442.743817985376,6736.16244349956,493.906176,c(442743.817985376, 6736162.44349956)
"626",464.317316568851,6741.7608163338,493.906176,c(464317.316568851, 6741760.8163338)
"627",483.889837472138,6747.24989316778,405.373509609575,c(483889.837472138, 6747249.89316778)
"677.1",386.86315700555,6710.03036474302,0.562523197392583,c(386863.15700555, 6710030.36474302)
"678.1",406.399477256307,6712.13829108567,106.098550719413,c(406399.477256307, 6712138.29108567)
"679.1",426.533860094096,6714.30816383621,261.296282112566,c(426533.860094096, 6714308.16383621)
"680.1",448.56947269872,6716.68564516829,407.962023960233,c(448569.47269872, 6716685.64516829)
"681.1",469.970964343097,6720.36406912087,493.363975724115,c(469970.964343097, 6720364.06912087)
"682...1334",487.623600572478,6725.45381204668,318.657158098099,c(487623.600572478, 6725453.81204668)
"736.1",476.650703300206,6698.85582575636,448.870714084552,c(476650.703300206, 6698855.82575636)
"737",496.019875022219,6702.56824729903,389.645384484581,c(496019.875022219, 6702568.24729904)
"738",519.230816450021,6703.18500463917,180.479151957946,c(519230.816450021, 6703185.00463917)
"739.1",535.756183016379,6705.30058436547,36.5317358246405,c(535756.183016379, 6705300.58436547)
"790.1",470.222690255673,6670.66003142125,41.3199152664967,c(470222.690255673, 6670660.03142125)
"791.1",481.255882251007,6677.52836884771,493.878785023427,c(481255.882251007, 6677528.36884771)
"792...1341",502.828282842624,6683.13155735344,493.906176,c(502828.282842624, 6683131.55735344)
"793...1342",524.401526146898,6688.73613223618,493.906176,c(524401.526146898, 6688736.13223618)
"794.1...1343",538.453179296642,6692.98161810832,154.749679242252,c(538453.179296642, 6692981.61810832)
"845.1",473.526204007509,6651.35264068895,128.242566871475,c(473526.204007509, 6651352.64068894)
"846",486.90151916578,6656.11861944984,493.906176,c(486901.51916578, 6656118.61944984)
"847",508.474387189919,6661.72193707717,493.906176,c(508474.387189919, 6661721.93707717)
"848",530.047528826713,6667.32683208095,493.906176,c(530047.528826713, 6667326.83208095)
"849.1",550.180336238518,6670.25725367763,355.857569721056,c(550180.336238518, 6670257.25367763)
"850.1",566.138994239087,6667.84100826429,17.8539942706433,c(566138.994239087, 6667841.00826429)
"900.1",477.188496087259,6629.94868978541,215.192609453024,c(477188.496087259, 6629948.68978541)
"901",492.547819171586,6634.7082063196,493.906176,c(492547.819171586, 6634708.2063196)
"902",514.120216967621,6640.31201302037,493.906176,c(514120.216967621, 6640312.01302037)
"903",535.693067164237,6645.91715848934,493.906176,c(535693.067164237, 6645917.15848934)
"904",557.266554767811,6651.5238476964,493.906176,c(557266.554767811, 6651523.8476964)
"905.1",572.079215242606,6654.59422127925,172.158360183263,c(572079.215242606, 6654594.22127925)
"955.1",480.900030086988,6608.25633935231,302.142652034573,c(480900.030086988, 6608256.33935231)
"956...1357",498.193851184246,6613.29727431483,493.906176,c(498193.851184246, 6613297.27431483)
"957...1358",519.765594474294,6618.90149926468,493.906176,c(519765.594474294, 6618901.49926468)
"958...1359",541.337966506588,6624.50682368989,493.906176,c(541337.966506588, 6624506.82368989)
"959...1360",562.911152167072,6630.11345282435,493.906176,c(562911.152167072, 6630113.45282435)
"960.1",576.953332937762,6634.672289714,156.340502863989,c(576953.332937762, 6634672.289714)
"1005.2",384.615539089429,6557.04292118244,19.5816870773201,c(384615.539089429, 6557042.92118244)
"1006.1",396.247585667287,6556.12078981358,143.701036044327,c(396247.585667287, 6556120.78981358)
"1007.1",413.19383466987,6558.0544232557,20.2492821066628,c(413193.83466987, 6558054.4232557)
"1010.1",484.627667290612,6586.46827114011,389.092694616123,c(484627.667290612, 6586468.27114011)
"1011",503.839438611608,6591.88554277514,493.906176,c(503839.438611608, 6591885.54277514)
"1012",525.410346003424,6597.49011336666,493.906176,c(525410.346003424, 6597490.11336666)
"1013",546.982056122388,6603.09554348614,493.906176,c(546982.056122388, 6603095.54348614)
"1014",568.554753743507,6608.70203857362,493.906176,c(568554.753743507, 6608702.03857362)
"1015.1",580.749299245846,6613.2777258213,76.7113951303706,c(580749.299245846, 6613277.7258213)
"1061",404.554598637216,6545.67983750392,291.654974079999,c(404554.598637216, 6545679.83750392)
"1062.1",423.060306526704,6547.69444145583,479.155658143078,c(423060.306526704, 6547694.44145583)
"1063.1",444.82324329488,6550.67943719145,360.275040476076,c(444823.24329488, 6550679.43719145)
"1064.1",466.733714207722,6553.21519045269,221.14514070241,c(466733.714207722, 6553215.19045269)
"1065.1",488.43681816719,6564.7261334849,472.277038644965,c(488436.81816719, 6564726.1334849)
"1066",509.484408777816,6570.47273433069,493.906176,c(509484.408777816, 6570472.73433069)
"1067",531.054301696791,6576.07757626963,493.906176,c(531054.301696791, 6576077.57626963)
"1068",552.6251690565,6581.68303716391,493.906176,c(552625.1690565, 6581683.03716391)
"1069.1",573.90230499008,6587.39145957882,481.994587782486,c(573902.30499008, 6587391.45957882)
"1070.1",583.657530066526,6597.87138270355,10.087898717329,c(583657.530066526, 6597871.38270355)
"1116",415.693554453838,6527.70687023181,36.2774260435085,c(415693.554453838, 6527706.87023181)
"1117",428.861555662786,6526.6380164759,493.906176,c(428861.555662786, 6526638.0164759)
"1118",450.427513835642,6532.24364129908,493.906176,c(450427.513835642, 6532243.64129908)
"1119",471.993884781238,6537.84880026286,493.906176,c(471993.884781238, 6537848.80026286)
"1120",493.560850282758,6543.45370745132,493.906176,c(493560.850282758, 6543453.70745132)
"1121",515.128592781148,6549.05857482045,493.906176,c(515128.592781148, 6549058.57482046)
"1122",536.697295403495,6554.66361221747,493.906176,c(536697.295403495, 6554663.61221747)
"1123",558.267141990419,6560.26902740069,493.906176,c(558267.141990419, 6560269.02740069)
"1124.1",579.619529799184,6565.62393813954,481.15955486255,c(579619.529799184, 6565623.93813954)
"1125.1",595.281087933589,6562.40044311783,49.7740013663213,c(595281.087933589, 6562400.44311783)
"1171",423.431209634882,6499.57663501842,38.1705492558269,c(423431.209634882, 6499576.63501842)
"1172",434.511916765807,6505.21934442493,493.906176,c(434511.916765807, 6505219.34442493)
"1173",456.075841593311,6510.82605465578,493.906176,c(456075.841593311, 6510826.05465578)
"1174",477.640346653965,6516.43205714354,493.906176,c(477640.346653965, 6516432.05714354)
"1175",499.205613760866,6522.03756599905,493.906176,c(499205.613760866, 6522037.56599905)
"1176",520.77182535729,6527.64279321228,493.906176,c(520771.82535729, 6527642.79321228)
"1177",542.339164544405,6533.24794867059,493.906176,c(542339.164544405, 6533247.94867059)
"1178",563.907815108079,6538.85324017741,493.906176,c(563907.815108079, 6538853.24017741)
"1179",585.477961544735,6544.45887347149,493.906176,c(585477.961544735, 6544458.87347149)
"1180.1",606.358300059281,6548.71039072159,430.721169397988,c(606358.300059281, 6548710.39072159)
"1181.1",621.016063999118,6546.59564571512,27.7891215343046,c(621016.063999118, 6546595.64571511)
"1226",427.487245590882,6479.23206636845,97.4551367704701,c(427487.245590882, 6479232.06636845)
"1227",440.16182628605,6483.79909310345,493.906176,c(440161.82628605, 6483799.09310345)
"1228",461.723555442005,6489.40681161777,493.906176,c(461723.555442005, 6489406.81161777)
"1229",483.286030241445,6495.01358015078,493.906176,c(483286.030241445, 6495013.58015078)
"1230",504.849432527473,6500.61961279395,493.906176,c(504849.432527473, 6500619.61279395)
"1231",526.413944747792,6506.22512152476,493.906176,c(526413.944747792, 6506225.12152476)
"1232",547.9797499818,6511.83031622375,493.906176,c(547979.7499818, 6511830.31622375)
"1233",569.547031966836,6517.4354046922,493.906176,c(569547.031966836, 6517435.4046922)
"1234",591.115975123557,6523.04059267036,493.906176,c(591115.975123557, 6523040.59267036)
"1235",612.686764580373,6528.64608385594,493.906176,c(612686.764580373, 6528646.08385594)
"1236.1",625.992679399559,6531.95141072427,112.936835600234,c(625992.679399559, 6531951.41072427)
"1281",431.048790680845,6457.47308363347,189.610406017048,c(431048.790680845, 6457473.08363347)
"1282",445.8111163271,6462.37700310115,493.906176,c(445811.1163271, 6462377.00310115)
"1283",467.370489757733,6467.98565134685,493.906176,c(467370.489757733, 6467985.65134685)
"1284",488.930772263321,6473.59310703616,493.906176,c(488930.772263321, 6473593.10703616)
"1285",510.492145717164,6479.19958419728,493.906176,c(510492.145717164, 6479199.58419728)
"1286",532.054792573488,6484.80529475079,493.906176,c(532054.792573488, 6484805.29475079)
"1287",553.61889589396,6490.41044852576,493.906176,c(553618.89589396, 6490410.44852576)
"1288",575.184639373417,6496.01525327645,493.906176,c(575184.639373417, 6496015.25327645)
"1289",596.752207364761,6501.6199146993,493.906176,c(596752.207364761, 6501619.9146993)
"1290",618.321784903015,6507.22463645059,493.906176,c(618321.784903015, 6507224.63645059)
"1291.1",630.397605941944,6511.36229754658,68.6194488109975,c(630397.605941944, 6511362.29754658)
"1336",434.59929901112,6435.9704381708,283.118984937418,c(434599.29901112, 6435970.4381708)
"1337",451.459622466659,6440.95281759769,493.906176,c(451459.622466659, 6440952.81759769)
"1338",473.016482341166,6446.56231567273,493.906176,c(473016.482341166, 6446562.31567273)
"1339.1",494.038840482373,6454.18454463748,395.94914668192,c(494038.840482373, 6454184.54463748)
"1340.1",516.283443883033,6458.16991132114,477.796803423023,c(516283.443883033, 6458169.91132114)
"1341",537.694213712669,6463.38305078285,493.906176,c(537694.213712669, 6463383.05078285)
"1342",559.256449654532,6468.98808220129,493.906176,c(559256.449654532, 6468988.08220129)
"1343",580.820487264589,6474.59252131273,493.906176,c(580820.487264589, 6474592.52131273)
"1344",602.386510835694,6480.19657372689,493.906176,c(602386.510835694, 6480196.57372689)
"1345",623.954705319109,6485.80044301544,493.906176,c(623954.705319109, 6485800.44301544)
"1346.1",642.198437035029,6486.29473945727,201.530710342284,c(642198.437035029, 6486294.73945727)
"1347.1",660.244615926168,6484.05668365143,1.46208375191814,c(660244.615926168, 6484056.68365143)
"1391",439.708486179857,6415.71493291024,291.310537025457,c(439708.486179857, 6415714.93291024)
"1392",457.107183635991,6419.52628230347,493.906176,c(457107.183635991, 6419526.28230347)
"1393.1",478.519052131059,6425.1981843853,488.331326284686,c(478519.052131059, 6425198.1843853)
"1394.1",488.566853144301,6434.33440789487,16.51541690413,c(488566.853144301, 6434334.40789487)
"1395.1",526.512323475467,6448.15652953765,13.5267448547452,c(526512.323475467, 6448156.52953765)
"1396.1",543.068186015834,6450.41959029032,115.736351013344,c(543068.186015834, 6450419.59029032)
"1397.1",564.346652930329,6453.32724955986,234.055329748919,c(564346.652930329, 6453327.24955986)
"1398.1",586.269587130156,6456.32193348572,352.374308484495,c(586269.587130156, 6456321.93348572)
"1399.1",608.220627628597,6459.44973852683,465.232801896281,c(608220.627628597, 6459449.73852683)
"1400",629.585383971662,6464.37323964795,493.906176,c(629585.383971662, 6464373.23964795)
"1401",651.154542887419,6469.97594663211,493.906176,c(651154.542887419, 6469975.94663211)
"1402.1",672.441092149357,6474.35766056751,440.702814652437,c(672441.092149357, 6474357.66056751)
"1403.1",693.455802539937,6475.74079626012,239.885987529192,c(693455.802539937, 6475740.79626012)
"1404.1",708.489658670122,6474.35908032021,3.4667664483043,c(708489.658670122, 6474359.08032021)
"1446",447.760899120892,6397.78278809455,117.870679910139,c(447760.899120892, 6397782.78809455)
"1447",462.753642003732,6398.09714540127,493.906176,c(462753.642003732, 6398097.14540127)
"1448.1",482.679787709915,6403.658133674,422.284762926395,c(482679.787709915, 6403658.133674)
"1454.1",619.569228629173,6449.77001580832,5.46048532379115,c(619569.228629173, 6449770.01580832)
"1455.1",635.247520273234,6451.90975708941,95.1060899556485,c(635247.520273234, 6451909.75708941)
"1456.1",656.211493133669,6454.77011642049,213.425068691225,c(656211.493133669, 6454770.11642049)
"1457.1",679.151531844906,6455.1756105738,438.597782621859,c(679151.531844906, 6455175.6105738)
"1458",699.925245320199,6459.74647090588,493.906176,c(699925.245320199, 6459746.47090588)
"1459.3",717.428327339615,6462.47965763541,250.280355032552,c(717428.327339615, 6462479.65763541)
"1501",454.764986881711,6384.00738552056,0.438653491387367,c(454764.986881711, 6384007.38552056)
"1502",469.620278981574,6377.40686870361,430.92547965572,c(469620.278981574, 6377406.86870361)
"1503.1",486.505956553208,6381.84454186552,339.722782663977,c(486505.956553208, 6381844.54186552)
"1512.1",685.709728440254,6432.7851774528,417.297195667194,c(685709.728440254, 6432785.1774528)
"1513.1",702.845573912557,6440.55288082159,333.177354648963,c(702845.573912557, 6440552.88082159)
"1514.1",716.953661836409,6450.42721128173,29.5494724182057,c(716953.661836409, 6450427.21128173)
"1557",475.544718826493,6355.62833592303,424.746270889726,c(475544.718826493, 6355628.33592303)
"1558.1",490.321349195236,6360.08340926314,257.160802401556,c(490321.349195236, 6360083.40926315)
"1566.3",679.434077088139,6404.04701166516,6.32592554013586,c(679434.077088139, 6404047.01166516)
"1567.2",685.444993095536,6415.3597119485,204.108809005299,c(685444.993095536, 6415359.7119485)
"1568.1",698.172347425082,6424.54142925692,0.913005064863026,c(698172.347425082, 6424541.42925692)
"1612",483.276273049756,6336.61377342432,284.64031658479,c(483276.273049756, 6336613.77342432)
"1613.1",494.11202407815,6338.45355563993,174.598822139133,c(494112.02407815, 6338453.55563993)
"1667",492.07267839623,6322.08738478736,32.2289570087719,c(492072.67839623, 6322087.38478736)
"1668.1",497.390354876323,6320.35976960069,66.4235664323034,c(497390.354876323, 6320359.76960069)
"121",203.914758234857,6871.70261670957,66.6958744164171,c(203914.758234857, 6871702.61670957)
"174...1475",168.03720972369,6839.63464792126,64.3268044985542,c(168037.20972369, 6839634.64792125)
"175...1476",184.247237325874,6848.5987591542,310.192759379269,c(184247.237325874, 6848598.7591542)
"176...1477",203.53406655019,6857.25544373275,486.730476801104,c(203534.06655019, 6857255.44373275)
"177...1478",216.659077370065,6855.96747274105,37.7468756477518,c(216659.077370065, 6855967.47274105)
"227",131.737850417399,6806.92133802186,41.3361138768396,c(131737.850417399, 6806921.33802186)
"228",146.949588883392,6815.65079025165,288.217281624084,c(146949.588883392, 6815650.79025165)
"229",166.091501654268,6824.63701050737,482.938756836811,c(166091.501654268, 6824637.01050737)
"230",187.438206613357,6830.36539628643,493.906176,c(187438.206613357, 6830365.39628643)
"231",209.035852099185,6835.92725688794,493.906176,c(209035.852099185, 6835927.25688794)
"232",223.118072015717,6838.40814813371,133.27676867651,c(223118.072015717, 6838408.14813371)
"280",94.8593521955787,6774.08647796232,28.5387852074952,c(94859.3521955787, 6774086.47796232)
"281",109.693530074225,6782.48088488332,257.628588511099,c(109693.530074225, 6782480.88488332)
"282",128.773887628548,6791.84957604078,469.48317814312,c(128773.887628548, 6791849.57604078)
"283",149.863363617999,6797.78612885288,493.906176,c(149863.363617999, 6797786.12885288)
"284",171.46823173359,6803.34919349095,493.906176,c(171468.23173359, 6803349.19349095)
"285",193.069118813271,6808.91339767007,493.906176,c(193069.118813271, 6808913.39767007)
"286...1491",214.666195830953,6814.47897038396,493.906176,c(214666.195830953, 6814478.97038396)
"287...1492",230.91792482506,6817.38170374314,226.113001626089,c(230917.92482506, 6817381.70374314)
"335...1493",94.2700969447056,6769.48933553398,55.0943348607991,c(94270.0969447056, 6769489.33553398)
"336...1494",112.219273937027,6770.88483074944,237.06425453215,c(112219.273937027, 6770884.83074944)
"337...1495",134.234139750063,6772.57018123711,413.558571422993,c(134234.139750063, 6772570.18123711)
"338...1496",155.500553953496,6776.32930331107,493.906176,c(155500.553953496, 6776329.30331108)
"339...1497",177.104261330748,6781.89652634001,493.906176,c(177104.261330748, 6781896.52634)
"340...1498",198.704193446966,6787.46464620524,493.906176,c(198704.193446966, 6787464.64620524)
"341...1499",220.300521911816,6793.03389268657,493.906176,c(220300.521911816, 6793033.89268657)
"342...1500",240.449011623791,6797.36219974085,410.910454947188,c(240449.011623791, 6797362.19974085)
"343...1501",255.563713361708,6791.19048699753,0.410860088927507,c(255563.713361708, 6791190.48699753)
"392",147.215353208839,6762.61313851972,0.189534870358169,c(147215.353208839, 6762613.13851972)
"393",162.321431325318,6763.76990953607,96.5257820545478,c(162321.431325318, 6763769.90953607)
"394",182.7023877742,6765.3323566916,273.209633815744,c(182702.3877742, 6765332.3566916)
"395",204.68782730406,6767.15701780219,444.332476190226,c(204687.82730406, 6767157.01780219)
"396",225.938570409224,6771.591733926,493.906176,c(225938.570409223, 6771591.733926)
"397",247.530744725854,6777.16572522037,493.906176,c(247530.744725854, 6777165.72522037)
"398...1508",261.83122181143,6777.64918703965,100.503044859267,c(261831.22181143, 6777649.18703965)
"450...1509",216.324645088153,6756.97651700826,5.56100938671637,c(216324.645088153, 6756976.51700826)
"451...1510",232.024992582821,6758.18539946448,132.671161338144,c(232024.992582821, 6758185.39946448)
"452...1511",253.192887242046,6759.81721457066,309.355013099341,c(253192.887242046, 6759817.21457066)
"453...1512",270.172671122251,6759.92906606138,237.254798064972,c(270172.671122251, 6759929.06606138)
"508.1",280.984107869097,6751.00359505251,2.30016062972736,c(280984.107869097, 6751003.59505251)
"68",235.265293347086,6901.06845132302,28.0544274589307,c(235265.293347086, 6901068.45132302)
"121.1",209.143051998751,6875.65369441818,16.0668162809076,c(209143.051998751, 6875653.69441818)
"122",221.553583305387,6881.99307913797,347.642829882614,c(221553.583305387, 6881993.07913797)
"123",240.927404208376,6889.85876194652,490.312535545132,c(240927.404208376, 6889858.76194652)
"124",262.423425969364,6893.01230635819,382.15321072254,c(262423.425969364, 6893012.30635819)
"125",284.362190964016,6895.11426353407,225.001245631627,c(284362.190964016, 6895114.26353407)
"126",303.887100361376,6896.98845682906,68.215366118556,c(303887.100361376, 6896988.45682906)
"176.1",211.40992071401,6869.80083196401,1.23751965523434,c(211409.92071401, 6869800.83196402)
"177.1",225.694214634112,6863.51614273204,456.15930035225,c(225694.214634112, 6863516.14273204)
"178...1523",246.593803147135,6868.50172499494,493.906176,c(246593.803147135, 6868501.72499494)
"179...1524",268.180161811086,6874.06673231137,493.906176,c(268180.161811086, 6874066.73231137)
"180...1525",289.762975894253,6879.63447384937,493.906176,c(289762.975894253, 6879634.47384937)
"181...1526",311.33683834449,6885.19535491946,493.540090422159,c(311336.83834449, 6885195.35491946)
"182...1527",332.700063758048,6888.77102008512,404.603491449804,c(332700.063758048, 6888771.02008511)
"183",354.707076376956,6890.89383940016,247.45152635889,c(354707.076376956, 6890893.83940016)
"184",368.453896496706,6892.44911336712,19.6935858037319,c(368453.896496706, 6892449.11336712)
"232.1",233.405563201621,6842.63029536857,360.629407323489,c(233405.563201621, 6842630.29536857)
"233",252.219769031588,6847.05670874436,493.906176,c(252219.769031588, 6847056.70874436)
"234",273.806386081694,6852.62474285925,493.906176,c(273806.386081694, 6852624.74285925)
"235",295.389674452315,6858.19527330839,493.906176,c(295389.674452315, 6858195.27330839)
"236",316.969809830617,6863.76851503227,493.906176,c(316969.809830617, 6863768.51503227)
"237",338.546969165882,6869.34468044566,493.906176,c(338546.969165882, 6869344.68044566)
"238",359.865223271522,6875.0234206719,483.653661894659,c(359865.223271522, 6875023.4206719)
"239",369.769426817797,6884.862005294,12.4816248607225,c(369769.426817797, 6884862.005294)
"287.1",240.769775906915,6822.2958995969,267.79317437391,c(240769.775906915, 6822295.8995969)
"288...1539",257.849608111579,6825.61512410963,493.906176,c(257849.608111579, 6825615.12410963)
"289...1540",279.436290044353,6831.18614991797,493.906176,c(279436.290044353, 6831186.14991797)
"290...1541",301.01985537582,6836.75943391959,493.906176,c(301019.85537582, 6836759.43391959)
"291...1542",322.600480164706,6842.33519211326,493.906176,c(322600.480164706, 6842335.19211326)
"292...1543",344.178341662549,6847.91363800424,493.906176,c(344178.341662549, 6847913.63800424)
"293...1544",363.752900522198,6853.40400131084,405.417825857435,c(363752.900522198, 6853404.00131084)
"342.1",249.044492853535,6804.7549867163,82.9957210528135,c(249044.492853535, 6804754.9867163)
"343.1",263.489651939886,6804.18748302859,493.495315911074,c(263489.651939886, 6804187.48302859)
"344...1547",285.069614482245,6809.75065045032,493.906176,c(285069.614482245, 6809750.65045032)
"345",306.653262167938,6815.32664916543,493.906176,c(306653.262167938, 6815326.64916543)
"346",328.234178057804,6820.90488463921,493.906176,c(328234.178057804, 6820904.88463921)
"347",349.812539684212,6826.48557137208,493.906176,c(349812.539684212, 6826485.57137208)
"348",367.386655488457,6831.58279669643,314.700364959488,c(367386.655488457, 6831582.79669643)
"398.1",270.981855339681,6784.04186983202,393.403131140731,c(270981.855339681, 6784041.86983202)
"399...1553",290.706106695208,6788.31794466792,493.906176,c(290706.106695208, 6788317.94466792)
"400.1",311.979923395382,6794.6206843491,456.618436995528,c(311979.923395382, 6794620.6843491)
"401.1",333.872024389335,6799.47964699105,493.818958052282,c(333872.024389335, 6799479.64699105)
"402...1556",355.449319016318,6805.06017082363,493.906176,c(355449.319016318, 6805060.17082363)
"403...1557",371.00674129065,6809.85939086813,223.982904061539,c(371006.74129065, 6809859.39086813)
"453.1",279.984543721198,6763.98938915648,230.45708458078,c(279984.543721198, 6763989.38915648)
"454...1559",296.345520272996,6766.88773597825,493.906176,c(296345.520272996, 6766887.73597825)
"455.1",309.127351675939,6771.99158815058,103.678241852026,c(309127.351675939, 6771991.58815058)
"456.1",341.085401303871,6787.65245627377,70.3399604057889,c(341085.401303871, 6787652.45627377)
"457.1",360.805866730651,6789.68686552208,221.014596923042,c(360805.866730651, 6789686.86552208)
"458.1",374.090416779891,6791.61960484413,95.3708610254746,c(374090.416779891, 6791619.60484413)
